GENE,Num Expt,Total,Max SC,Ave SC,Frequency
TYK2,3,343,3,1.7,0.9
UAP1L1,3,343,2,1.3,0.9
UBA6,3,343,2,1.3,0.9
UBE2C,3,343,1,1.0,0.9
UBE2E1,3,343,1,1.0,0.9
UBE2E2,3,343,1,1.0,0.9
UBE3C,3,343,4,2.0,0.9
UBFD1,3,343,1,1.0,0.9
UBP1,3,343,3,1.7,0.9
UBQLN1,3,343,2,1.3,0.9
UBXN1,3,343,2,1.7,0.9
UFM1,3,343,1,1.0,0.9
UGDH,3,343,1,1.0,0.9
UHMK1,3,343,4,2.0,0.9
UHRF2,3,343,1,1.0,0.9
UNC13B,3,343,2,1.3,0.9
UQCRQ,3,343,4,2.0,0.9
UROD,3,343,1,1.0,0.9
USHBP1,3,343,1,1.0,0.9
USP13,3,343,2,1.3,0.9
VEZF1,3,343,2,1.3,0.9
VLDLR,3,343,43,28.3,0.9
VPS13D,3,343,1,1.0,0.9
VPS24,3,343,2,1.3,0.9
VSIG8,3,343,2,1.3,0.9
VTA1,3,343,2,1.3,0.9
WASF2,3,343,2,1.3,0.9
XIAP,3,343,3,1.7,0.9
XIRP2,3,343,1,1.0,0.9
YY2,3,343,1,1.0,0.9
ZADH2,3,343,5,3.3,0.9
ZBTB10,3,343,4,2.7,0.9
ZBTB33,3,343,4,2.0,0.9
ZBTB4,3,343,2,1.7,0.9
ZFP28,3,343,3,1.7,0.9
ZGPAT,3,343,1,1.0,0.9
ZHX3,3,343,2,1.3,0.9
ZMYM2,3,343,2,1.3,0.9
ZNF146,3,343,1,1.0,0.9
ZNF224,3,343,2,1.3,0.9
ZNF323,3,343,1,1.0,0.9
ZNF441,3,343,2,1.3,0.9
ZNF469,3,343,1,1.0,0.9
ZNF573,3,343,2,1.3,0.9
ZNF699,3,343,1,1.0,0.9
ZNF711,3,343,4,2.3,0.9
ZNF768,3,343,3,1.7,0.9
ZNF791,3,343,3,1.7,0.9
ZNF844,3,343,2,1.3,0.9
ZNF93,3,343,4,2.3,0.9
ZNRD1,3,343,1,1.0,0.9
ZWILCH,3,343,1,1.0,0.9
ZWINT,3,343,3,2.0,0.9
ZZZ3,3,343,1,1.0,0.9
AAMP,2,343,1,1.0,0.6
ABCA1,2,343,2,1.5,0.6
ABCA2,2,343,2,1.5,0.6
ABCA3,2,343,1,1.0,0.6
ABCB10,2,343,3,2.0,0.6
ABCC1,2,343,3,2.5,0.6
ABCC12,2,343,1,1.0,0.6
ACOT8,2,343,2,1.5,0.6
ACOT9,2,343,1,1.0,0.6
ACRC,2,343,2,1.5,0.6
ACSL1,2,343,2,1.5,0.6
ADAM11,2,343,1,1.0,0.6
ADAMTS13,2,343,2,1.5,0.6
ADCK3,2,343,1,1.0,0.6
ADCY10,2,343,1,1.0,0.6
ADCY5,2,343,1,1.0,0.6
ADCY9,2,343,1,1.0,0.6
ADH1B,2,343,1,1.0,0.6
ADH1C,2,343,1,1.0,0.6
AFF2,2,343,2,1.5,0.6
AHRR,2,343,1,1.0,0.6
AHSG,2,343,1,1.0,0.6
AKAP11,2,343,2,1.5,0.6
AKNA,2,343,6,4.5,0.6
AKT1,2,343,1,1.0,0.6
ALDH1A1,2,343,1,1.0,0.6
ALDH1A3,2,343,1,1.0,0.6
ALDH1L1,2,343,1,1.0,0.6
ALDH4A1,2,343,1,1.0,0.6
ALG1,2,343,1,1.0,0.6
ALG5,2,343,1,1.0,0.6
ALOX12,2,343,4,2.5,0.6
ANAPC1,2,343,6,3.5,0.6
ANAPC4,2,343,2,1.5,0.6
ANGEL2,2,343,1,1.0,0.6
ANK2,2,343,1,1.0,0.6
ANKRD11,2,343,1,1.0,0.6
ANKRD20A4,2,343,1,1.0,0.6
ANKRD33B,2,343,1,1.0,0.6
ANKRD5,2,343,1,1.0,0.6
ANKRD52,2,343,1,1.0,0.6
ANPEP,2,343,5,3.0,0.6
ANXA4,2,343,1,1.0,0.6
AP1S1,2,343,2,1.5,0.6
AP1S2,2,343,4,2.5,0.6
APIP,2,343,1,1.0,0.6
APLF,2,343,1,1.0,0.6
APOA2,2,343,3,3.0,0.6
APOL2,2,343,2,1.5,0.6
APOOL,2,343,1,1.0,0.6
AQP1,2,343,2,2.0,0.6
AQP4,2,343,1,1.0,0.6
ARFGEF1,2,343,1,1.0,0.6
ARFGEF2,2,343,1,1.0,0.6
ARHGAP29,2,343,2,1.5,0.6
ARHGEF10L,2,343,2,1.5,0.6
ARID1B,2,343,2,1.5,0.6
ARIH2,2,343,1,1.0,0.6
ARL11,2,343,1,1.0,0.6
ARL8B,2,343,1,1.0,0.6
ARMC4,2,343,6,3.5,0.6
ARMC6,2,343,2,1.5,0.6
ARPC5L,2,343,3,2.0,0.6
ART4,2,343,3,2.0,0.6
ARTN,2,343,1,1.0,0.6
ASAP2,2,343,1,1.0,0.6
ASB1,2,343,3,2.0,0.6
ASB2,2,343,1,1.0,0.6
ASCC1,2,343,1,1.0,0.6
ASF1A,2,343,1,1.0,0.6
ATG2B,2,343,1,1.0,0.6
ATM,2,343,3,2.0,0.6
ATP5G1,2,343,1,1.0,0.6
ATP6V0A4,2,343,1,1.0,0.6
ATP6V0C,2,343,2,2.0,0.6
ATP6V1F,2,343,1,1.0,0.6
ATP6V1G1,2,343,1,1.0,0.6
ATP8A2,2,343,1,1.0,0.6
AUH,2,343,1,1.0,0.6
BCAM,2,343,10,9.0,0.6
BCAT2,2,343,4,3.0,0.6
BCL11B,2,343,8,4.5,0.6
BCOR,2,343,3,2.0,0.6
BCORL1,2,343,1,1.0,0.6
BDH1,2,343,1,1.0,0.6
BEST2,2,343,1,1.0,0.6
BEST4,2,343,1,1.0,0.6
BIRC3,2,343,2,1.5,0.6
BIRC6,2,343,1,1.0,0.6
BMP2,2,343,1,1.0,0.6
BMPR2,2,343,5,3.0,0.6
BRCA2,2,343,8,7.0,0.6
BRD4,2,343,1,1.0,0.6
BRF2,2,343,1,1.0,0.6
BSN,2,343,1,1.0,0.6
BTBD19,2,343,1,1.0,0.6
BTRC,2,343,2,1.5,0.6
BUB1,2,343,1,1.0,0.6
C10orf112,2,343,1,1.0,0.6
C11orf2,2,343,2,1.5,0.6
C11orf31,2,343,1,1.0,0.6
C12orf11,2,343,1,1.0,0.6
C12orf65,2,343,2,1.5,0.6
C12orf70,2,343,2,1.5,0.6
C14orf149,2,343,1,1.0,0.6
C15orf44,2,343,1,1.0,0.6
C17orf75,2,343,1,1.0,0.6
C18orf55,2,343,1,1.0,0.6
C19orf33,2,343,1,1.0,0.6
C19orf52,2,343,1,1.0,0.6
C19orf68,2,343,1,1.0,0.6
C1orf131,2,343,1,1.0,0.6
C1orf167,2,343,2,1.5,0.6
C1orf21,2,343,1,1.0,0.6
C1orf96,2,343,1,1.0,0.6
C20orf20,2,343,2,1.5,0.6
C20orf43,2,343,1,1.0,0.6
C21orf59,2,343,1,1.0,0.6
C2orf15,2,343,1,1.0,0.6
C2orf16,2,343,2,1.5,0.6
C2orf3,2,343,1,1.0,0.6
C2orf49,2,343,4,2.5,0.6
C2orf53,2,343,1,1.0,0.6
C2orf72,2,343,1,1.0,0.6
C5orf24,2,343,6,3.5,0.6
C6orf115,2,343,1,1.0,0.6
C6orf174,2,343,1,1.0,0.6
C6orf222,2,343,1,1.0,0.6
C7orf43,2,343,1,1.0,0.6
C8orf47,2,343,3,2.0,0.6
C9orf68,2,343,1,1.0,0.6
C9orf84,2,343,1,1.0,0.6
CACNG5,2,343,1,1.0,0.6
CADM1,2,343,4,2.5,0.6
CADPS,2,343,1,1.0,0.6
CALCOCO2,2,343,1,1.0,0.6
CAMSAP1,2,343,1,1.0,0.6
CARS,2,343,2,1.5,0.6
CARS2,2,343,1,1.0,0.6
CASP7,2,343,1,1.0,0.6
CBL,2,343,4,2.5,0.6
CBLB,2,343,4,2.5,0.6
CBX2,2,343,2,1.5,0.6
CC2D1B,2,343,1,1.0,0.6
CCDC112,2,343,1,1.0,0.6
CCDC129,2,343,1,1.0,0.6
CCDC13,2,343,2,1.5,0.6
CCDC138,2,343,3,2.0,0.6
CCDC14,2,343,2,1.5,0.6
CCDC158,2,343,1,1.0,0.6
CCDC168,2,343,1,1.0,0.6
CCDC17,2,343,2,1.5,0.6
CCDC3,2,343,1,1.0,0.6
CCDC40,2,343,1,1.0,0.6
CCDC71,2,343,1,1.0,0.6
CCDC77,2,343,1,1.0,0.6
CCDC8,2,343,4,2.5,0.6
CCDC80,2,343,3,2.0,0.6
CCDC85C,2,343,1,1.0,0.6
CCDC9,2,343,1,1.0,0.6
CCDC94,2,343,1,1.0,0.6
CCNB3,2,343,2,1.5,0.6
CCNL1,2,343,1,1.0,0.6
CD109,2,343,11,6.5,0.6
CD33,2,343,1,1.0,0.6
CD4,2,343,2,1.5,0.6
CD55,2,343,3,2.0,0.6
CDC14A,2,343,1,1.0,0.6
CDC14B,2,343,1,1.0,0.6
CDC25C,2,343,1,1.0,0.6
CDC27,2,343,5,3.0,0.6
CDC42EP4,2,343,2,1.5,0.6
CDK2AP1,2,343,2,1.5,0.6
CEBPB,2,343,2,1.5,0.6
CELF2,2,343,1,1.0,0.6
CENPA,2,343,1,1.0,0.6
CENPC1,2,343,1,1.0,0.6
CEP152,2,343,5,4.5,0.6
CEP44,2,343,1,1.0,0.6
CEP63,2,343,1,1.0,0.6
CEP72,2,343,2,1.5,0.6
CEP78,2,343,2,1.5,0.6
CEP85,2,343,1,1.0,0.6
CEPT1,2,343,1,1.0,0.6
CETN1,2,343,1,1.0,0.6
CFH,2,343,1,1.0,0.6
CHMP1A,2,343,1,1.0,0.6
CHMP2A,2,343,1,1.0,0.6
CHMP5,2,343,1,1.0,0.6
CHST11,2,343,1,1.0,0.6
CHTF18,2,343,2,1.5,0.6
CISD3,2,343,3,2.0,0.6
CLEC11A,2,343,5,5.0,0.6
CLEC12B,2,343,1,1.0,0.6
CLEC16A,2,343,1,1.0,0.6
CLIP1,2,343,1,1.0,0.6
CLIP2,2,343,1,1.0,0.6
CNOT10,2,343,1,1.0,0.6
COG2,2,343,1,1.0,0.6
COL11A1,2,343,1,1.0,0.6
COL12A1,2,343,4,3.0,0.6
COL3A1,2,343,5,4.0,0.6
COL4A1,2,343,1,1.0,0.6
COL4A2,2,343,2,1.5,0.6
COL5A1,2,343,1,1.0,0.6
COLEC12,2,343,2,1.5,0.6
COMTD1,2,343,1,1.0,0.6
CORO2A,2,343,2,1.5,0.6
COX6A1,2,343,2,1.5,0.6
CPD,2,343,10,5.5,0.6
CPSF3L,2,343,1,1.0,0.6
CPT2,2,343,3,2.0,0.6
CR1,2,343,2,1.5,0.6
CRAMP1L,2,343,1,1.0,0.6
CREG1,2,343,1,1.0,0.6
CRIM1,2,343,11,10.5,0.6
CRIP2,2,343,2,1.5,0.6
CRK,2,343,1,1.0,0.6
CSNK1G2,2,343,1,1.0,0.6
CSRP2BP,2,343,1,1.0,0.6
CST1,2,343,8,4.5,0.6
CST4,2,343,6,3.5,0.6
CTAG1A,2,343,18,17.5,0.6
CTAG1B,2,343,18,17.5,0.6
CTAGE8,2,343,1,1.0,0.6
CTH,2,343,1,1.0,0.6
CTNNAL1,2,343,1,1.0,0.6
CTSL2,2,343,1,1.0,0.6
CTTNBP2NL,2,343,1,1.0,0.6
CXADR,2,343,1,1.0,0.6
CXCR1,2,343,3,2.0,0.6
CYBRD1,2,343,3,2.0,0.6
CYTH4,2,343,1,1.0,0.6
DAB2,2,343,2,1.5,0.6
DAK,2,343,1,1.0,0.6
DAPK1,2,343,2,1.5,0.6
DBF4B,2,343,6,4.5,0.6
DCDC2B,2,343,1,1.0,0.6
DCP1B,2,343,1,1.0,0.6
DCUN1D3,2,343,1,1.0,0.6
DDAH1,2,343,2,2.0,0.6
DDRGK1,2,343,1,1.0,0.6
DDX11,2,343,1,1.0,0.6
DDX58,2,343,1,1.0,0.6
DEFB130,2,343,2,2.0,0.6
DENND4A,2,343,1,1.0,0.6
DENND4C,2,343,1,1.0,0.6
DERL1,2,343,1,1.0,0.6
DFNB31,2,343,1,1.0,0.6
DHRS13,2,343,1,1.0,0.6
DHRS4,2,343,1,1.0,0.6
DHTKD1,2,343,2,1.5,0.6
DIAPH2,2,343,1,1.0,0.6
DIAPH3,2,343,1,1.0,0.6
DICER1,2,343,5,3.0,0.6
DIP2B,2,343,2,1.5,0.6
DIRAS2,2,343,2,1.5,0.6
DISP1,2,343,1,1.0,0.6
DLG4,2,343,1,1.0,0.6
DLGAP5,2,343,1,1.0,0.6
DNAH11,2,343,1,1.0,0.6
DNAH5,2,343,1,1.0,0.6
DNAH8,2,343,77,39.0,0.6
DOCK3,2,343,1,1.0,0.6
DOCK5,2,343,1,1.0,0.6
DOK2,2,343,5,3.0,0.6
DOK3,2,343,1,1.0,0.6
DOLPP1,2,343,1,1.0,0.6
DPEP1,2,343,1,1.0,0.6
DPP4,2,343,5,3.5,0.6
DRAP1,2,343,1,1.0,0.6
DRD4,2,343,1,1.0,0.6
DRG2,2,343,2,2.0,0.6
DSCAML1,2,343,1,1.0,0.6
DSCR3,2,343,1,1.0,0.6
DUS3L,2,343,1,1.0,0.6
DYNC2H1,2,343,1,1.0,0.6
DYNLT1,2,343,1,1.0,0.6
EED,2,343,4,2.5,0.6
EEPD1,2,343,3,2.0,0.6
EFEMP1,2,343,3,2.0,0.6
EGFR,2,343,1,1.0,0.6
EHBP1L1,2,343,3,2.0,0.6
EHD3,2,343,2,1.5,0.6
EIF2AK3,2,343,4,2.5,0.6
ELANE,2,343,2,1.5,0.6
ELAVL3,2,343,1,1.0,0.6
ELL2,2,343,1,1.0,0.6
ELP2,2,343,1,1.0,0.6
EML2,2,343,1,1.0,0.6
EML3,2,343,1,1.0,0.6
EN2,2,343,2,1.5,0.6
ENPP2,2,343,1,1.0,0.6
EP400,2,343,10,7.5,0.6
EPB41L4B,2,343,1,1.0,0.6
EPHB4,2,343,1,1.0,0.6
EPHB6,2,343,2,1.5,0.6
EPM2AIP1,2,343,2,1.5,0.6
ERAP1,2,343,3,2.0,0.6
ERCC6,2,343,1,1.0,0.6
ERRFI1,2,343,1,1.0,0.6
ESRRB,2,343,1,1.0,0.6
EVPL,2,343,1,1.0,0.6
EXD2,2,343,1,1.0,0.6
EXOC1,2,343,1,1.0,0.6
EXOC2,2,343,1,1.0,0.6
EXOC6B,2,343,1,1.0,0.6
EXOC8,2,343,1,1.0,0.6
EYS,2,343,1,1.0,0.6
EZH2,2,343,1,1.0,0.6
FAF1,2,343,1,1.0,0.6
FAM111A,2,343,1,1.0,0.6
FAM114A1,2,343,2,1.5,0.6
FAM127C,2,343,1,1.0,0.6
FAM129A,2,343,1,1.0,0.6
FAM193B,2,343,1,1.0,0.6
FAM21A,2,343,1,1.0,0.6
FAM21B,2,343,1,1.0,0.6
FAM21C,2,343,1,1.0,0.6
FARP2,2,343,4,2.5,0.6
FASTKD2,2,343,4,3.0,0.6
FASTKD5,2,343,3,2.0,0.6
FAT1,2,343,9,5.5,0.6
FAT4,2,343,1,1.0,0.6
FBLN2,2,343,1,1.0,0.6
FBXL2,2,343,1,1.0,0.6
FBXO2,2,343,5,3.0,0.6
FBXO21,2,343,3,2.0,0.6
FBXO45,2,343,2,1.5,0.6
FBXW11,2,343,2,2.0,0.6
FCF1,2,343,3,2.0,0.6
FCGBP,2,343,108,54.5,0.6
FECH,2,343,2,1.5,0.6
FGA,2,343,10,9.0,0.6
FGG,2,343,4,4.0,0.6
FHAD1,2,343,1,1.0,0.6
FHOD1,2,343,2,1.5,0.6
FITM1,2,343,5,3.0,0.6
FMNL3,2,343,1,1.0,0.6
FNIP2,2,343,1,1.0,0.6
FOXD2,2,343,1,1.0,0.6
FOXM1,2,343,10,6.5,0.6
FREM2,2,343,2,1.5,0.6
FRMD6,2,343,2,1.5,0.6
FRMPD2,2,343,2,1.5,0.6
FSD1,2,343,1,1.0,0.6
FSTL3,2,343,4,2.5,0.6
FTL,2,343,1,1.0,0.6
FYCO1,2,343,1,1.0,0.6
GAA,2,343,1,1.0,0.6
GABRB3,2,343,1,1.0,0.6
GAS2L3,2,343,1,1.0,0.6
GATA3,2,343,1,1.0,0.6
GATA6,2,343,1,1.0,0.6
GBA,2,343,2,2.0,0.6
GC,2,343,2,1.5,0.6
GCK,2,343,1,1.0,0.6
GCLC,2,343,2,1.5,0.6
GDPD1,2,343,1,1.0,0.6
GFI1B,2,343,1,1.0,0.6
GFM2,2,343,1,1.0,0.6
GHDC,2,343,1,1.0,0.6
GLMN,2,343,1,1.0,0.6
GMCL1,2,343,2,1.5,0.6
GMFB,2,343,1,1.0,0.6
GNG2,2,343,3,2.5,0.6
GNL1,2,343,4,2.5,0.6
GNPDA2,2,343,1,1.0,0.6
GOLGA7,2,343,3,2.0,0.6
GOLIM4,2,343,2,1.5,0.6
GOLPH3L,2,343,1,1.0,0.6
GOPC,2,343,1,1.0,0.6
GPD2,2,343,4,2.5,0.6
GPR125,2,343,1,1.0,0.6
GPT2,2,343,2,1.5,0.6
GPX8,2,343,2,1.5,0.6
GREB1L,2,343,1,1.0,0.6
GRIN2B,2,343,1,1.0,0.6
GRINL1A,2,343,1,1.0,0.6
GSDMC,2,343,1,1.0,0.6
GSTM1,2,343,4,2.5,0.6
GTF2H4,2,343,1,1.0,0.6
GTPBP10,2,343,1,1.0,0.6
GYG1,2,343,1,1.0,0.6
HAAO,2,343,1,1.0,0.6
HABP4,2,343,2,2.0,0.6
HACL1,2,343,1,1.0,0.6
HAS1,2,343,1,1.0,0.6
HAUS8,2,343,1,1.0,0.6
HDAC11,2,343,1,1.0,0.6
HDAC3,2,343,1,1.0,0.6
HDHD2,2,343,1,1.0,0.6
HEATR3,2,343,1,1.0,0.6
HIBCH,2,343,1,1.0,0.6
HIVEP3,2,343,1,1.0,0.6
HJURP,2,343,5,3.5,0.6
HK3,2,343,3,2.0,0.6
HMBS,2,343,1,1.0,0.6
HMCN1,2,343,1,1.0,0.6
HMGCR,2,343,2,2.0,0.6
HMGXB3,2,343,1,1.0,0.6
HOMER1,2,343,2,1.5,0.6
HOXA5,2,343,1,1.0,0.6
HPSE,2,343,1,1.0,0.6
HS2ST1,2,343,1,1.0,0.6
HSDL1,2,343,1,1.0,0.6
HTRA2,2,343,2,1.5,0.6
IDH3G,2,343,2,1.5,0.6
IFITM1,2,343,1,1.0,0.6
IGF1R,2,343,1,1.0,0.6
IGFBP7,2,343,8,6.0,0.6
IGLL1,2,343,2,1.5,0.6
IKBKE,2,343,1,1.0,0.6
IKZF1,2,343,3,2.0,0.6
IKZF2,2,343,1,1.0,0.6
IKZF3,2,343,1,1.0,0.6
IKZF4,2,343,1,1.0,0.6
IL18,2,343,1,1.0,0.6
ING4,2,343,1,1.0,0.6
INPPL1,2,343,4,2.5,0.6
INSC,2,343,1,1.0,0.6
INTS4,2,343,10,6.0,0.6
IQCA1,2,343,5,3.5,0.6
IRF2BP1,2,343,1,1.0,0.6
IRF2BPL,2,343,1,1.0,0.6
IRGQ,2,343,1,1.0,0.6
IRX3,2,343,1,1.0,0.6
ITCH,2,343,1,1.0,0.6
ITIH2,2,343,2,1.5,0.6
JAG1,2,343,1,1.0,0.6
JAGN1,2,343,2,1.5,0.6
JAKMIP3,2,343,2,1.5,0.6
JUB,2,343,1,1.0,0.6
JUN,2,343,2,1.5,0.6
JUNB,2,343,1,1.0,0.6
KANK2,2,343,6,3.5,0.6
KAT6A,2,343,2,1.5,0.6
KCNH2,2,343,1,1.0,0.6
KCNH6,2,343,1,1.0,0.6
KCNQ2,2,343,1,1.0,0.6
KCTD1,2,343,1,1.0,0.6
KCTD21,2,343,1,1.0,0.6
KCTD3,2,343,1,1.0,0.6
KDELC2,2,343,1,1.0,0.6
KDM6B,2,343,2,1.5,0.6
KIAA0146,2,343,1,1.0,0.6
KIAA0196,2,343,2,1.5,0.6
KIAA0319L,2,343,1,1.0,0.6
KIAA0889,2,343,3,2.0,0.6
KIAA1024,2,343,1,1.0,0.6
KIAA1109,2,343,1,1.0,0.6
KIAA1143,2,343,2,1.5,0.6
KIAA1191,2,343,2,2.0,0.6
KIAA1409,2,343,1,1.0,0.6
KIAA1524,2,343,3,2.5,0.6
KIAA1704,2,343,1,1.0,0.6
KIAA1984,2,343,2,1.5,0.6
KIF20B,2,343,1,1.0,0.6
KIF7,2,343,2,1.5,0.6
KLC3,2,343,1,1.0,0.6
KLHL2,2,343,1,1.0,0.6
KLHL38,2,343,1,1.0,0.6
KLK15,2,343,1,1.0,0.6
KLRAQ1,2,343,1,1.0,0.6
KNDC1,2,343,1,1.0,0.6
KNTC1,2,343,3,2.0,0.6
KRIT1,2,343,11,6.5,0.6
KRT40,2,343,16,9.5,0.6
KRTAP3-1,2,343,1,1.0,0.6
LAMA1,2,343,6,5.0,0.6
LAMA2,2,343,1,1.0,0.6
LAMTOR3,2,343,2,2.0,0.6
LAT,2,343,2,2.0,0.6
LCN10,2,343,2,2.0,0.6
LDHAL6B,2,343,2,1.5,0.6
LEFTY1,2,343,1,1.0,0.6
LENG1,2,343,1,1.0,0.6
LGALS8,2,343,4,2.5,0.6
LGALS9,2,343,4,2.5,0.6
LGALS9B,2,343,2,1.5,0.6
LGALS9C,2,343,2,1.5,0.6
LIG1,2,343,3,2.0,0.6
LILRB4,2,343,1,1.0,0.6
LIMCH1,2,343,10,5.5,0.6
LIME1,2,343,5,4.5,0.6
LIMK1,2,343,1,1.0,0.6
LIMS2,2,343,1,1.0,0.6
LIN28B,2,343,1,1.0,0.6
LIPA,2,343,1,1.0,0.6
LIX1,2,343,2,1.5,0.6
LNPEP,2,343,1,1.0,0.6
LOXL2,2,343,1,1.0,0.6
LPCAT1,2,343,1,1.0,0.6
LRCH1,2,343,1,1.0,0.6
LRP5,2,343,1,1.0,0.6
LRP8,2,343,2,2.0,0.6
LRRC1,2,343,2,1.5,0.6
LRRC27,2,343,1,1.0,0.6
LSM1,2,343,1,1.0,0.6
LTB4R,2,343,1,1.0,0.6
LY6D,2,343,1,1.0,0.6
LYNX1,2,343,1,1.0,0.6
LZIC,2,343,1,1.0,0.6
LZTS1,2,343,1,1.0,0.6
MAN2B1,2,343,1,1.0,0.6
MAP2K4,2,343,44,22.5,0.6
MAP3K10,2,343,1,1.0,0.6
MAPK3,2,343,3,2.0,0.6
MARK3,2,343,1,1.0,0.6
MASTL,2,343,1,1.0,0.6
MBD1,2,343,6,5.0,0.6
MBD2,2,343,3,2.0,0.6
MBOAT7,2,343,2,1.5,0.6
MBTD1,2,343,1,1.0,0.6
MCU,2,343,1,1.0,0.6
MED16,2,343,1,1.0,0.6
MED24,2,343,2,1.5,0.6
MED30,2,343,1,1.0,0.6
MEF2D,2,343,2,1.5,0.6
MEGF8,2,343,1,1.0,0.6
MELK,2,343,1,1.0,0.6
MET,2,343,1,1.0,0.6
METTL2B,2,343,1,1.0,0.6
MFI2,2,343,1,1.0,0.6
MFSD7,2,343,1,1.0,0.6
MGAM,2,343,8,7.5,0.6
MGEA5,2,343,3,2.0,0.6
MICAL1,2,343,1,1.0,0.6
MICALL1,2,343,2,1.5,0.6
MIPEP,2,343,1,1.0,0.6
MIPOL1,2,343,1,1.0,0.6
MIS18A,2,343,1,1.0,0.6
MIS18BP1,2,343,1,1.0,0.6
MKL2,2,343,51,36.0,0.6
MLL2,2,343,2,1.5,0.6
MLXIPL,2,343,2,1.5,0.6
MLYCD,2,343,1,1.0,0.6
MME,2,343,1,1.0,0.6
MMGT1,2,343,1,1.0,0.6
MNDA,2,343,11,7.0,0.6
MON1A,2,343,1,1.0,0.6
MORF4L1,2,343,2,1.5,0.6
MOSC1,2,343,1,1.0,0.6
MPO,2,343,8,7.5,0.6
MPP1,2,343,2,1.5,0.6
MPP2,2,343,1,1.0,0.6
MRP63,2,343,1,1.0,0.6
MRPL16,2,343,2,2.0,0.6
MRPL27,2,343,1,1.0,0.6
MRPL30,2,343,1,1.0,0.6
MRPL32,2,343,1,1.0,0.6
MRPS10,2,343,1,1.0,0.6
MRPS12,2,343,1,1.0,0.6
MRPS33,2,343,1,1.0,0.6
MSH3,2,343,1,1.0,0.6
MSH4,2,343,2,1.5,0.6
MT-ND1,2,343,1,1.0,0.6
MTERF,2,343,2,1.5,0.6
MTM1,2,343,2,1.5,0.6
MTMR10,2,343,1,1.0,0.6
MTRR,2,343,1,1.0,0.6
MTX1,2,343,1,1.0,0.6
MUC5AC,2,343,2,1.5,0.6
MXRA5,2,343,2,2.0,0.6
MYBPC2,2,343,3,2.5,0.6
MYBPH,2,343,1,1.0,0.6
MYEOV2,2,343,2,1.5,0.6
MYH15,2,343,3,2.0,0.6
MYL1,2,343,6,3.5,0.6
MYLK,2,343,49,25.0,0.6
MYO18B,2,343,2,2.0,0.6
MYO1H,2,343,1,1.0,0.6
MYOCD,2,343,2,1.5,0.6
MYOF,2,343,20,11.5,0.6
NAA20,2,343,1,1.0,0.6
NADKD1,2,343,3,2.5,0.6
NAGK,2,343,5,3.5,0.6
NAPA,2,343,3,2.0,0.6
NAPB,2,343,2,1.5,0.6
NAPRT1,2,343,1,1.0,0.6
NBEA,2,343,1,1.0,0.6
NBPF3,2,343,1,1.0,0.6
NBPF4,2,343,1,1.0,0.6
NBPF6,2,343,1,1.0,0.6
NCAPD3,2,343,4,2.5,0.6
NCAPG2,2,343,1,1.0,0.6
NCOR2,2,343,1,1.0,0.6
NCSTN,2,343,3,2.5,0.6
NDRG3,2,343,1,1.0,0.6
NDUFAF3,2,343,4,3.0,0.6
NDUFB5,2,343,1,1.0,0.6
NDUFC2,2,343,2,2.0,0.6
NDUFV2,2,343,1,1.0,0.6
NEDD1,2,343,3,2.5,0.6
NEDD4,2,343,1,1.0,0.6
NEURL1B,2,343,1,1.0,0.6
NFS1,2,343,1,1.0,0.6
NFYA,2,343,1,1.0,0.6
NIPSNAP3A,2,343,1,1.0,0.6
NKPD1,2,343,1,1.0,0.6
NLRP1,2,343,1,1.0,0.6
NLRP7,2,343,1,1.0,0.6
NMD3,2,343,1,1.0,0.6
NME6,2,343,3,2.5,0.6
NOTCH1,2,343,4,3.5,0.6
NOTCH2NL,2,343,2,1.5,0.6
NOTCH3,2,343,1,1.0,0.6
NPM3,2,343,1,1.0,0.6
NR2F2,2,343,8,4.5,0.6
NR2F6,2,343,2,1.5,0.6
NRG1,2,343,1,1.0,0.6
NSMCE2,2,343,1,1.0,0.6
NT5E,2,343,29,15.5,0.6
NT5M,2,343,1,1.0,0.6
NUBPL,2,343,2,1.5,0.6
NUDT16,2,343,4,3.5,0.6
NUDT16L1,2,343,1,1.0,0.6
OBFC2A,2,343,1,1.0,0.6
OBFC2B,2,343,1,1.0,0.6
OC90,2,343,1,1.0,0.6
OCIAD1,2,343,2,1.5,0.6
OCLN,2,343,17,10.5,0.6
OCRL,2,343,2,1.5,0.6
OFD1,2,343,8,4.5,0.6
OR51Q1,2,343,1,1.0,0.6
ORC2,2,343,1,1.0,0.6
ORC4,2,343,2,1.5,0.6
ORC5,2,343,1,1.0,0.6
ORM1,2,343,1,1.0,0.6
OS9,2,343,1,1.0,0.6
OSBP,2,343,2,1.5,0.6
OSBPL3,2,343,1,1.0,0.6
OSMR,2,343,1,1.0,0.6
OTUD5,2,343,2,1.5,0.6
P2RX5,2,343,2,1.5,0.6
P2RX6,2,343,1,1.0,0.6
P4HA2,2,343,1,1.0,0.6
PAIP2,2,343,2,1.5,0.6
PAK3,2,343,2,1.5,0.6
PAPLN,2,343,1,1.0,0.6
PAPPA2,2,343,1,1.0,0.6
PAPSS1,2,343,7,4.0,0.6
PARD6A,2,343,1,1.0,0.6
PARG,2,343,3,2.5,0.6
PARP14,2,343,1,1.0,0.6
PARVA,2,343,3,2.5,0.6
PATL1,2,343,1,1.0,0.6
PAXIP1,2,343,2,1.5,0.6
