Official Symbol Interactor A,Official Symbol Interactor B
SUMO2,KDM5C
SUMO2,KIAA1967
SUMO2,KIF18B
SUMO2,KIF2C
SUMO2,KIF4A
SUMO2,KIFC1
SUMO2,KPNA1
SUMO2,KPNA2
SUMO2,LBR
SUMO2,LDHA
SUMO2,LEO1
SUMO2,LONP1
SUMO2,LRIF1
SUMO2,LRPPRC
SUMO2,MATR3
SUMO2,MCM3
SUMO2,MCM4
SUMO2,MCM5
SUMO2,MCM6
SUMO2,MCM7
SUMO2,MCMBP
SUMO2,MKI67
SUMO2,MMS19
SUMO2,MMS22L
SUMO2,MORC3
SUMO2,MRE11A
SUMO2,MSH2
SUMO2,MSH6
SUMO2,MTA2
SUMO2,MTHFD1
SUMO2,MYBBP1A
SUMO2,MYH9
SUMO2,MYO1G
SUMO2,NAB1
SUMO2,NAT10
SUMO2,NCAPD3
SUMO2,NDUFS1
SUMO2,NEDD8
SUMO2,NOC2L
SUMO2,NOL6
SUMO2,NOL9
SUMO2,NONO
SUMO2,NOP2
SUMO2,NSF
SUMO2,NSUN2
SUMO2,NUMA1
SUMO2,NUP155
SUMO2,NUP205
SUMO2,NUP210
SUMO2,NUP93
SUMO2,NXF1
SUMO2,OGFOD1
SUMO2,OGFR
SUMO2,OGT
SUMO2,PABPC1
SUMO2,PABPC4
SUMO2,PARP1
SUMO2,PBRM1
SUMO2,PCBP2
SUMO2,PDCD11
SUMO2,PDIA3
SUMO2,PDS5A
SUMO2,PELP1
SUMO2,PFAS
SUMO2,PGAM2
SUMO2,PHF21A
SUMO2,PIAS1
SUMO2,PIAS2
SUMO2,PIAS4
SUMO2,PIGT
SUMO2,PKM2
SUMO2,PLAA
SUMO2,PLOD1
SUMO2,PML
SUMO2,POGZ
SUMO2,POLD1
SUMO2,POLD3
SUMO2,POLR3D
SUMO2,POU2F1
SUMO2,PPIL4
SUMO2,PRPF6
SUMO2,PRPF8
SUMO2,PTBP1
SUMO2,PUS7
SUMO2,PWP2
SUMO2,QRICH1
SUMO2,QSER1
SUMO2,RAD18
SUMO2,RAD21
SUMO2,RAD50
SUMO2,RAD54L2
SUMO2,RANGAP1
SUMO2,RAVER1
SUMO2,RBM12B
SUMO2,RBM14
SUMO2,RBM15
SUMO2,RBM39
SUMO2,RCC2
SUMO2,RECQL
SUMO2,RNF111
SUMO2,RNF168
SUMO2,RNF169
SUMO2,RNF4
SUMO2,RPL15
SUMO2,RPL3
SUMO2,RPL6
SUMO2,RPS5
SUMO2,RPS6KA4
SUMO2,RPS8
SUMO2,RPS9
SUMO2,RSF1
SUMO2,SART1
SUMO2,SART3
SUMO2,SCAMP3
SUMO2,SCML2
SUMO2,SEC24A
SUMO2,SEC61A1
SUMO2,SENP1
SUMO2,SETD1A
SUMO2,SETDB1
SUMO2,SETX
SUMO2,SFPQ
SUMO2,SRSF4
SUMO2,SIN3A
SUMO2,SKIV2L2
SUMO2,SLC25A13
SUMO2,SLC25A3
SUMO2,SLC25A5
SUMO2,SLC25A6
SUMO2,SLC2A1
SUMO2,SLC3A2
SUMO2,SLFN5
SUMO2,SMARCA4
SUMO2,SMARCA5
SUMO2,SMARCAD1
SUMO2,SMARCC1
SUMO2,SMC2
SUMO2,SMC3
SUMO2,SMC4
SUMO2,SMCHD1
SUMO2,SND1
SUMO2,SNRNP200
SUMO2,SP100
SUMO2,SPTBN1
SUMO2,SRRM2
SUMO2,SSRP1
SUMO2,STAT3
SUMO2,SUMO1
SUMO2,SUMO2
SUMO2,SUPT16H
SUMO2,TARDBP
SUMO2,TARS
SUMO2,TBL3
SUMO2,TCERG1
SUMO2,TDP1
SUMO2,TFRC
SUMO2,TGM2
SUMO2,TMPO
SUMO2,TOP2A
SUMO2,TOP2B
SUMO2,TOPORS
SUMO2,TP53BP1
SUMO2,TRIM28
SUMO2,TRIM33
SUMO2,TRMT1L
SUMO2,TRMT2A
SUMO2,TSR1
SUMO2,TTLL12
SUMO2,TUBA1C
SUMO2,U2AF2
SUMO2,UBA1
SUMO2,UBA2
SUMO2,UBR5
SUMO2,UBTF
SUMO2,UBXN7
SUMO2,UHRF1
SUMO2,USP28
SUMO2,USP5
SUMO2,USP7
SUMO2,UTP14A
SUMO2,WAPAL
SUMO2,WDHD1
SUMO2,WDR3
SUMO2,WDR36
SUMO2,WRNIP1
SUMO2,XAB2
SUMO2,XPO1
SUMO2,XRCC1
SUMO2,XRCC5
SUMO2,XRCC6
SUMO2,XRN2
SUMO2,YEATS2
SUMO2,YY1
SUMO2,ZBTB33
SUMO2,ZC3H11A
SUMO2,ZHX1
SUMO2,ZMYM2
SUMO2,ZMYM3
SUMO2,ZNF131
SUMO2,ZNF326
SUMO2,ZNF451
SUMO2,CHAMP1
SUMO2,ZNHIT6
SUMO2,POR
SUMO2,DDX21
SUMO2,IRF2BPL
SUMO2,RIF1
SUMO2,TRAP1
SUMO2,RPS27A
SUMO2,MARS
SUMO2,SUMO3
SUMO2,HK2
SUMO2,LIG3
SUMO2,MCM2
SUMO2,RFC1
SUMO2,CPS1
SUMO2,RPA1
SUMO2,NCL
SUMO2,SF3B1
SUMO2,PEX1
SUMO2,HIST2H3A
BARD1,RBBP8
SP1,YY1
SP3,YY1
SMAD2,UBC
ITCH,SMAD2
Smad2,UBC
SMAD2,ITCH
SMAD2,TGFBR1
TGFBR1,ITCH
TRAF6,UBC
TP53,EGR1
TP53,SP1
SORBS2,SEMA6A
ITSN2,SEMA6A
SORBS1,SEMA6A
SH3RF1,SEMA6A
SEMA6A,SORBS2
SEMA6A,ITSN2
SEMA6A,SORBS1
SEMA6A,SH3RF1
KIAA0319,FEM1B
KIAA0319,SH2B1
NRCAM,HSPA12A
NRCAM,MACF1
NRCAM,MAGI3
SYNJ2,ITSN2
MADD,VPS13D
IGSF1,HECTD1
IGSF1,RANBP10
PTPRN2,CKAP5
PLXNA2,UBAP2L
PLXNA2,FNBP4
PLXNA2,KIAA1199
PLXNA2,IFT80
SSPO,TTC28
SSPO,ATXN7L1
NRXN1,PDZD2
NRXN1,SIPA1L1
NRXN1,MYO16
NRXN1,MACF1
TBC1D4,U2SURP
TBC1D4,RBM12
TBC1D4,EP400
TBC1D4,TET2
PLXND1,MACF1
RRP12,AP2M1
HJURP,cenpa
CELSR3,SWAP70
CELSR3,DST
LRP4,DFNB31
CNTNAP2,CTR9
CNTNAP2,ZMIZ1
CNTNAP2,MACF1
CLSTN1,TRIP12
CLSTN1,SETDB1
CLSTN1,SLK
CLSTN1,MCM3AP
CLSTN1,BAHCC1
NRXN2,MACF1
THSD7A,ASAP2
EPB41L3,Cep152
EPB41L3,UNC13A
ABCA2,CDK5RAP2
DSCAML1,MAGI2
DSCAML1,PLCL2
DSCAML1,MAGI3
PLXNB3,CUL7
PLXNB3,SPOCK2
PLXNB3,ARHGEF11
PLXNB3,MAGI2
PLXNB3,BTBD3
PLXNB3,MAGI3
MED4,PUM2
MED4,MED13
MED4,WDTC1
MED4,FOXJ3
STK36,FRMPD4
STK36,MAST2
STK36,CDK5RAP2
CARNS1,TRIP12
KIAA1549,DST
KIAA1549,MYO5B
KIAA1549,CADPS
KIAA1549,ITSN2
KIAA1549,MBD5
THSD7B,RANBP10
TMCO7,MACF1
CNTNAP4,MAST3
CNTNAP4,FBXO21
CNTNAP4,MACF1
CNTNAP4,RANBP10
MEGF10,AP2M1
MEGF10,GRB10
MEGF10,DHX16
MEGF10,SNRNP200
MEGF10,RANBP10
DACH1,NCOR1
DACH1,SIN3A
DACH1,SMAD4
DACH1,SMAD3
SKI,NCOR1
SKI,SIN3A
SKI,SMAD4
SKI,SMAD3
SMAD4,DACH1
SMAD4,SKI
DACH1,SMAD4
NCAPG,SMC4
NCAPG,NCAPD2
NCAPG,SMC2
NCAPG,NCAPH
SMC2,NCAPG
SMC2,SMC4
SMC2,NCAPD2
SMC2,NCAPH
SMC2,NCAPG2
SMC2,NCAPH2
NCAPD3,NCAPG2
NCAPD3,SMC4
NCAPD3,SMC2
NCAPD3,NCAPH2
NCAPH2,NCAPG2
NCAPH2,SMC4
NCAPH2,SMC2
NCAPH2,NCAPD3
SMC2,NCAPD3
Rere,HDAC1
Mta2,HDAC1
Mta2,RBBP4
Mta2,RBBP7
TACC2,KAT2A
UL27,TRRAP
UL27,PSME3
UL27,UBR5
UL27,EP400
UL27,ACLY
UL27,RUVBL2
UL27,RAN
UL27,HNRNPH3
UL27,CBR1
UL27,PSMC4
UL27,FKBP10
UL27,PSMA3
UL27,RUVBL1
UL27,NUDT21
UL27,TMEM43
UL27,RAB1A
UL27,PDIA4
UL27,PSMB6
UL27,ACTL6A
UL27,DDB1
UL27,WDR26
UL27,PSMB4
UL27,PSMD2
UL27,PSMC6
UL27,PSMD3
UL27,STAT3
KAT5,UL27
TRRAP,UL27
PSME3,UL27
SETD7,E2F1
KDM1A,E2F1
PRKCI,MBP
PRKCZ,MBP
PRKCI,CDK7
DREB2A,MED25
Cdkn2a,UBC
CDKN2A,UBC
GSK3B,SMAD3
SOD1,Stub1
SOD1,UBC
STUB1,HSPA8
CTNNB1,UBC
GRIK1,UBC
UBC,Neil2
ctnnb1-a,SOX9
vpr,UBC
Ubc,MYC
pin1-a,MYC
MYC,PIN1
UBC,POU5F1
CREBBP,MDM2
EP300,MDM2
MDM2,TP53
RCOR1,RCOR1
RCOR1,SNAI1
RCOR1,SNAI1
CDYL,EZH2
CDYL,SUZ12
MYC,HDAC3
DOT1L,STAT1
STAT1,DOT1L
KDM5C,PCNA
PCNA,KDM5C
MDM2,RB1
ATF3,PDX1
ATF3,PDX1
RUNX2,SMAD3
KDM5B,RB1
HDAC1,FOXP3
FOXP3,HDAC1
RUNX2,HDAC1
NSD1,ZNF496
XRCC6,ILF3
ILF2,ILF3
PRKDC,ILF3
ILF3,XRCC6
PRKDC,XRCC6
ILF3,PRKDC
XRCC6,PRKDC
SIRT1,CSNK2B
CSNK2B,SIRT1
CSNK2B,SIRT1
HBP1,EP300
HBP1,CREBBP
EP300,HBP1
CREBBP,HBP1
MCM3,CDK2
MCM3,CCNE1
MCM3,CDK2
MCM3,CCNE1
PRKCA,HDAC6
PRKCA,HDAC6
PRKCA,HDAC6
PRKCA,HDAC6
HDAC6,PRKCA
PRKCA,CTNNB1
REST,GRIA2
SIRT1,DNMT1
DNMT1,SIRT1
SIRT1,DNMT1
ATF3,SMARCA4
ATF3,ACTB
SMARCA4,ATF3
SMARCA4,ACTB
NCOA6,HNF4A
NCOA6,NR1I2
NCOA6,GRIP1
NCOA6,NCOA1
NCOA6,MED1
NCOA6,NR1I2
NCOA6,HNF4A
APOE,Set
APOBEC3G,vif
vif,APOBEC3G
APOBEC3G,UBC
vif,APOBEC3G
vif,UBC
CDKN1A,MDM2
CDKN1A,MDM2
EGFR,CBL
CBL,EGFR
HOXA9,CUL4A
HOXA9,CUL4A
HOXA9,UBC
JAK2,UBC
JAK2,SOCS1
SOCS1,PTPN11
MDM4,TP53
MDM4,MDM2
UBC,MDM4
SMAD1,SMAD6
SMAD5,SMAD6
SMAD5,SMURF1
UBC,BMPR1B
ACVR1,SMURF1
BMPR1A,SMURF1
ACVR1B,SMURF1
TGFBR1,SMURF1
BMPR1B,SMURF1
SMAD1,UBC
UBC,SMAD1
UBC,SMAD5
TCF4,SETD8
LEF1,SETD8
TCF4,SETD8
LEF1,SETD8
SETD8,TCF4
SKP1,MED21
MED21,SKP1
MED21,SKP1
SKP1,MED6
CUL1,MED6
MED6,CUL1
CBL,RET
RET,CBL
RET,UBC
IMPACT,GCN1
IMPACT,ACT1
IMPACT,RPL39
IMPACT,RPS22A
IMPACT,RPS22B
CRKL,UBC
UBQLN1,HCVgp1
UBQLN1,HCVgp1
UBQLN1,HCVgp1
TP53,UBC
dld,UBC
mib,POLD1
TACC2,KAT2A
TACC1,KAT2A
TACC3,KAT2A
KAT2A,TACC2
KAT2B,TACC2
EP300,TACC2
CREBBP,TACC2
TACC2,KAT2B
KAT2B,TACC3
BLM,MSH2
TP53,MSH2
RAD51,MSH2
BLM,MSH6
TP53,MSH6
RAD51,MSH6
MSH6,BLM
MSH6,MSH2
RAD51,BLM
RAD51,TP53
TERF1,TERF2
TERF1,TERF2IP
TERF2IP,RAD51
TERF2IP,POT1
TERF2IP,TERF2
TERF2IP,ACD
TERF2IP,TERF1
TERF2IP,TINF2
TERF2IP,TERF2
TERF2IP,TERF1
BRCA1,HDAC2
SET,HIST1H1A
KDM5B,CHD3
KDM5B,KDM1A
KDM5B,MTA2
KDM5B,MTA3
KDM5B,HDAC1
KDM5B,HDAC2
KDM5B,RBBP7
KDM5B,RBBP4
KDM5B,MBD2
KDM5B,MBD3
KDM1A,CHD3
KDM1A,KDM1A
KDM1A,MTA2
KDM1A,MTA3
KDM1A,HDAC1
KDM1A,HDAC2
KDM1A,RBBP7
KDM1A,RBBP4
KDM1A,MBD3
HDAC1,KDM5B
KDM5B,KDM1A
KDM5B,MBD3
KDM5B,HDAC1
HDAC1,KDM5B
EP300,JUN
EP300,FOS
EP300,FOSB
EP300,FOSL1
EP300,FOSL2
EP300,JUNB
EP300,JUND
CDT1,SMARCA5
SMARCA5,CDT1
CDT1,SMARCA5
KAT5,MYOD1
KAT5,MYOD1
NFATC1,TUBA1A
NFATC1,KPNB1
KPNB1,TUBA1A
NFATC2,TUBA1A
NFATC2,KPNB1
SETD7,HIST3H3
SETD7,AR
CXCR4,UBC
FYN,WAS
Itpr3,UBC
TSG101,gag-pol
gag-pol,TSG101
gag-pol,UBC
Rasgrf1,UBC
MDM2,TP53
MAPK3,CREM
CREM,UBC
SKP2,CKS1B
SKP2,CDKN1B
CDC27,ANAPC4
CDC27,CDC20
CDC27,BUB1B
CDC27,BUB3
CDC27,MAD2L1
CDC20,ANAPC4
CDC20,BUB1B
ANAPC4,CDC20
ANAPC4,BUB1B
ANAPC4,BUB3
ANAPC4,MAD2L1
APOBEC3G,APOBEC3G
vif,APOBEC3F
vif,APOBEC3C
vif,APOBEC3F
vif,APOBEC3C
WISP2,HDAC1
WISP2,HDAC3
FZR1,mad2l2
BAG1,UBC
cdknx,UBC
TERF1,TERF2
TERF1,TERF2IP
TINF2,TERF2IP
TINF2,TERF2
TINF2,TERF1
TINF2,PAK1IP1
TINF2,TERF2
TERF1,TINF2
POT1,TINF2
TERF2,TINF2
TINF2,TERF2
TINF2,TERF2IP
HNRNPU,POLR2A
CDK2,CCNB1
NFKBIA,VCP
UBC,JUN
UBC,HNRNPA1
CHEK2,PPP2R2B
CBL,IRS1
Rel,POLD3
CCNA1,Skp2
CCNE1,Skp2
CCNA1,UBC
CCNE1,UBC
RAD18,PCNA
CCNE1,SKP2
Skp2,CUL1
ARRB1,IGF1R
ARRB2,IGF1R
ARRB1,MDM2
ARRB2,MDM2
IGF1R,ARRB1
IGF1R,ARRB2
MDM2,ARRB1
MDM2,ARRB2
HES1,PARP1
PARP1,HES1
HES1,PARP1
KAT8,MSL1
MSL3,MSL1
KAT8,MSL1
CHEK2,PPP2R5A
CHEK2,PPP2R5D
CHEK2,PPP2R5C
CHEK2,PPP2R5E
CHEK2,PPP2R5E
CHEK2,PPP2R5A
CHEK2,PPP2R5D
CHEK2,PPP2R5C
CHEK2,PPP2R5B
CHEK2,PPP2R5C
PPP2R5C,CHEK2
PPP2R5C,PPP2R1A
PPP2R5C,PPP2CA
CHEK2,PPP2R1A
CHEK2,PPP2CA
CHEK2,PPP2R5C
PPP2R5C,MBP
PPP2R5C,CHEK2
NFKB1,KAT5
NFKB1,CTNNB1
NFKB1,RUVBL2
MSL3,KAT8
KAT8,KIAA1267
EP300,BRCA1
EP300,CREB1
NFKB1,KAT5
NFKB1,CTNNB1
NFKB1,RUVBL2
NFKB1,BCL3
KAT5,RUVBL1
KAT5,BCL3
CTNNB1,RUVBL2
BCL3,CTNNB1
RUVBL2,BCL3
CTNNB1,RUVBL2
EZH2,EED
EZH2,SUZ12
EZH2,HIST3H3
STAT3,PGR
SP1,STAT3
SP1,PGR
Rnf2,HIST2H2AC
Ring1,HIST2H2AC
Bmi1,HIST2H2AC
TAP1,TAP2
TAP1,CALR
TAP1,PDIA3
TAP1,PDIA2
TAP1,TAPBP
TAP1,B2M
TAP1,TAP2
TAP1,CALR
TAP1,PDIA3
TAP1,PDIA2
TAP1,TAPBP
B2M,TAP1
B2M,TAPBP
US3,TAPBP
US3,PDIA2
TAP1,HLA-A
SMAD2,SKI
SMAD3,SKI
SMAD3,CREBBP
SMAD2,CREBBP
SMAD3,SMAD4
SMAD2,SMAD4
LIN37,LIN9
LIN37,MYBL2
LIN37,RBL1
LIN37,LIN54
LIN37,RBBP4
JAK1,HIST3H3
SETDB1,PML
PML,SETDB1
SIRT1,ESR1
VDR,SRC
NCOA3,CREBBP
NCOA3,TP53BP1
NCOA3,TP53BP1
SET,TP53
SET,TP53
XRCC1,XPO1
XPO1,XRCC1
XPO1,RAN
CASP3,MDC1
CPT2,PGI1
CPT2,BNA1
H2AFX,TP53BP1
SETD6,RELA
SETD7,RELA
SETD6,RELA
RELA,SETD6
SETD6,RELA
RELA,EHMT1
RELA,EHMT1
EHMT1,RELA
PRKCZ,RELA
CHUK,NFKB2
IKBKG,NFKB2
H2AFZ,HIST1H4A
H2AFZ,HIST1H4B
H2AFZ,HIST1H4D
H2AFZ,HIST1H4E
H2AFZ,HIST1H4F
H2AFZ,HIST1H4G
H2AFZ,HIST1H4H
H2AFZ,HIST1H4I
H2AFZ,HIST1H4J
H2AFZ,HIST1H4K
H2AFZ,HIST1H4L
PSMD4,UBD
PSMD4,NUB1
UBD,NUB1
UBD,PSMD4
NUB1,PSMD4
UBD,RPN10
NUB1,RPN10
NUB1,PSMD2
F2R,CHMP4A
F2R,PDCD6IP
PDCD6IP,F2R
KAT2B,CDKN1B
KAT2B,CDKN1B
CDKN1B,KAT2B
KAT2B,CDKN1B
MYC,STUB1
STUB1,MYC
MYC,STUB1
MYC,UBC
KBTBD13,CUL3
KBTBD13,UBC
NUB1,UBD
PSMD4,UBD
PSMD4,NUB1
UBA1,UBD
LIN37,LIN9
LIN37,MYBL2
LIN37,RBL1
LIN37,LIN54
LIN37,HSPA4
LIN37,TUBB3
NUP88,Nup98
NUP88,NUP98
LIN52,LIN9
LIN54,LIN9
RBBP4,LIN9
FAF2,CDC48
LIN9,LIN54
MYBL2,LIN54
LIN9,LIN37
LIN9,MYBL2
LIN9,RBBP4
LIN52,LIN37
LIN52,LIN54
LIN52,MYBL2
LIN52,RBBP4
LIN54,LIN37
LIN54,MYBL2
LIN54,RBBP4
MYBL2,LIN9
MYBL2,LIN37
MYBL2,RBBP4
E2F4,RBL2
E2F4,RBL1
LIN9,RBL2
LIN9,RBL1
LIN9,E2F4
LIN37,RBL2
LIN37,E2F4
LIN54,RBL2
LIN54,RBL1
LIN54,E2F4
MYBL2,RBL1
SIRT1,STAT3
SIRT1,JAK1
SIRT1,HSP90AA1
SIRT1,TRIM28
SIRT1,USP22
SIRT1,KAT2A
SIRT1,HNRNPK
USP22,SIRT1
SIRT1,UBC
AZI2,UBC
UBC,PLEC
UBC,FASN
UBC,IQGAP1
UBC,CLTC
UBC,CPS1
UBC,EEF2
UBC,HSP90AB1
UBC,HSPA5
UBC,HSPA8
UBC,HSPA4
UBC,TKT
UBC,PKM2
UBC,P4HB
UBC,PDIA3
UBC,TUBB
UBC,TUBA1C
UBC,EEF1G
UBC,ENO1
UBC,ACTB
UBC,ACTG1
UBC,ALDOA
UBC,GAPDH
UBC,LDHA
UBC,PHB2
UBC,ANXA5
UBC,HNRNPA1L2
UBC,HNRNPA1
UBC,PHB
UBC,PGAM1
UBC,TPI1
UBC,GSTP1
UBC,PEBP1
STUB1,RELA
UBC,CLU
VHL,CLU
VHL,CLU
CLU,VHL
CLU,VHL
RNF8,CHD4
CHD4,RNF8
CHD4,RNF8
STAT3,SETD7
STAT3,KDM1A
KDM1A,STAT3
SETD7,STAT3
HOXB4,RBX1
HOXB4,CUL4A
HOXB4,DDB1
HDAC6,FBXO11
HDAC6,HIST4H4
HDAC6,PTOV1
HDAC6,UBD
USP16,FBXO11
USP16,HIST4H4
USP16,PTOV1
USP16,UBD
USP16,hist1h3g
CDK2,HIST1H1A
XRCC6,MSH6
XRCC6,MSH6
MSH6,XRCC6
XRCC6,MSH2
MSH6,XRCC5
MSH6,PRKDC
ATL1,SEY1
ATL1,YOP1
HTT,RNQ1
HTT,SUP35
UBC4,HTT
PRDM4,HDAC3
PRDM4,HDAC2
PRDM4,HDAC1
TELO2,ATM
TELO2,PRKDC
TELO2,MTOR
TELO2,SMG1
MDM2,RPS14
PPP2R4,MDM2
UBC,MDM2
MDM2,TP53
CTBP2,MDM2
CTBP2,MDM2
CTTN,BTRC
UBC,AXIN1
SUMO1,AXIN1
1-Mar,UBC
SMAD3,EPAS1
TELO2,ATR
TELO2,TRRAP
TERF1,PRKDC
TERF1,MTOR
ATM,TELO2
ATM,TERF1
MTOR,TELO2
TELO2,PRKDC
TELO2,ATR
SH3BP4,CIZ1
SH3BP4,PSMA1
SH3BP4,C20orf20
SH3BP4,MPHOSPH8
SH3BP4,HSPA5
SH3BP4,GKAP1
SH3BP4,NFU1
SH3BP4,TXNL1
SH3BP4,TTC1
SH3BP4,ZBTB37
SH3BP4,CEP78
SH3BP4,PLEKHA1
SH3BP4,DNAJA4
SH3BP4,TCP1
SH3BP4,CCT3
SH3BP4,FKBP4
SH3BP4,PRR14
SH3BP4,GAPDHS
SH3BP4,C2orf73
NCOA3,AR
Trim71,UBC
Shcbp1,UBC
EIF3E,ATM
ATM,EIF3E
ATM,EIF3E
SUMO1,HERC2
SUMO1,RNF168
PIAS4,HERC2
RNF8,HERC2
UBC,HERC2
HIST3H3,PHF8
HIST3H3,SUZ12
HIST3H3,CBX5
NCOR1,AR
CD2AP,NR4A1
CD2AP,NR2C2
CD2AP,HBP1
CD2AP,HOXC11
CRKL,MSL1
CRKL,PLEKHA1
CRKL,MEGF6
CRKL,LTBP4
CRKL,GRN
CRKL,PLSCR1
CRKL,LAMA5
CRKL,NOTCH2
ITSN2,YTHDF1
DNMBP,ARHGAP17
DNMBP,BIN3
DNMBP,BUB1B
GRB2,VAV3
ITSN1,AP2B1
ITSN1,ASAP2
ITSN1,CBL
ITSN1,PIK3AP1
ITSN1,PFDN5
ITSN1,SF3B4
ITSN1,CCNO
ITSN1,WBP11
HDAC6,STUB1
HDAC6,UBC
UBC,TP53
MDM2,TP53
ELL2,UBC
CDK9,ELL2
CDK9,AFF4
CDK9,MLLT1
CDK9,CCNT1
CDK9,HEXIM1
UBC,ELL2
SIAH1,ELL2
AFF4,ELL2
STAT1,SMURF1
SMURF1,STAT1
STAT1,UBC
DNMT1,DNMT1
STAC,LMNA
STAC,C9orf156
STAC,TRIP6
STAC,NCKIPSD
STAC,LIMD1
VAV2,CCNO
VAV2,BRDT
VAV2,EIF4G3
VAV2,RBBP6
VAV2,ST13
VAV2,TOM1L1
VAV2,VCPIP1
VAV2,PNMA1
VAV2,BOD1L
VAV2,SRRT
VAV2,FNTA
VAV2,TCP11
VAV2,7-Mar
VAV2,HSPH1
VAV2,BZW1
VAV2,SERBP1
VAV2,USP38
VAV2,UBE4B
VAV2,GAPVD1
VAV2,POGZ
VAV2,C20orf20
VAV2,TARBP2
VAV2,SF3A3
VAV2,SNW1
VAV2,IPO4
VAV2,FUCA1
VAV2,CHMP3
VAV2,NCKAP5
VAV2,CEP170
VAV2,MED21
VAV2,RAD23A
VAV2,HNRNPF
VAV2,DNAJC21
VAV2,TTN
VAV2,CCT3
VAV2,DCUN1D4
VAV2,STK24
VAV2,PHF10
VAV2,PPM1B
VAV2,ARIH1
VAV2,BIRC6
VAV2,SRPK2
VAV2,CCT2
VAV2,CRCP
FCHSD2,VCP
FCHSD2,VCPIP1
FCHSD2,HSPA5
FCHSD2,SRP72
FCHSD2,CCDC104
FCHSD2,C2orf73
FCHSD2,MSL1
FCHSD2,CCT2
FCHSD2,SH3BGR
FCHSD2,CHKA
FCHSD2,C9orf78
FCHSD2,HSP90AB1
VAV2,TOM1L1
SH3BP4,CIZ1
SH3BP4,PLEKHA1
FCHSD2,VCP
DNMBP,BIN3
URM1,CTU1
CTU1,URM1
CTU1,HSPA4
CTU1,CTU2
BRCA1,RBBP8
BRCA1,RELA
RB1,HDAC1
TP53,ARID1A
TP53,SMARCA4
TP53,ARID1A
MBNL1,DHX9
MBNL1,DDX5
MBNL1,DDX17
MBNL1,HNRNPH1
MBNL1,HNRNPH2
MBNL1,HNRNPH3
MBNL1,HNRNPF
MBNL1,HNRNPA2B1
MBNL1,HNRNPL
MBNL1,HNRNPK
MLLT3,DOT1L
MLLT3,MLL
MLLT3,AFF1
POLR2A,SUPT5H
POLR2A,SMC1A
POLR2A,SMC3
POLR2A,CTCF
SUPT5H,POLR2A
SMC3,CTCF
SMC3,SMC1A
SMC3,RAD21
SMC3,SUPT5H
POLR2A,MCM3
POLR2A,MCM7
POLR2A,GTF2I
POLR2A,PCNA
HTT,GRE2
HTT,MRPL11
HTT,PCL6
HTT,YKR017C
HTT,DCN1
SNCA,PEX8
SNCA,SAP4
SNCA,YBR013C
SNCA,YJR154W
SNCA,YMR226C
MSL3,HIST3H3
MSL3,HIST4H4
msl-3,HIST3H3
msl-3,HIST4H4
NCOA3,PSMC5
NCOA3,PSMC5
RARA,PSMC5
RARA,NCOA3
Kdm4A,HIST2H3C
Kdm4B,HIST2H3C
STAT5A,MYB
YBX1,RPS6KA1
RPS6KA1,YBX1
RPS6KA1,YBX1
RPS6KA3,YBX1
UBC,ITGB5
CBL,CFTR
RAC1,NEDD4
RAC1,NEDD4
DVL1,NEDD4
USP7,KIAA1530
SKP2,ATM
SKP2,RAD50
SKP2,MRE11A
SKP2,CUL1
SKP2,SKP1
SKP2,NBN
NBN,RAD50
NBN,MRE11A
NBN,ATM
NBN,SKP2
UBC,NBN
ATM,NBN
HSPA4,TLR4
UBC,TLR4
CDK2,CDKN1A
CDK2,CDKN1B
CDK4,CDKN1A
CDK4,CDKN1B
CDK2,HIST1H1D
CDK4,HIST1H1D
CDKN1A,CDKN1B
UBC,CXCR7
SUMO1,PCNA
ZFHX3,TRIM25
KLF5,TRIM25
ZFHX3,UBC
ESRRA,ESRRG
Cdk2,HIST1H1A
Ccna2,HIST1H1A
TRAF6,SRC
TRAF6,IRAK1
TRAF6,FYN
UBC,FYN
UBC,SRC
CHUK,NFKBIA
MDM2,TP73
KAT5,TP73
KAT5,MDM2
SCARB1,UBC
NEURL4,CCP110
CCP110,NEURL4
CCP110,CEP76
CCP110,CEP97
CCP110,Cep290
CEP76,CEP97
CEP76,Cep290
CEP76,CCP110
Cep290,CEP97
Cep290,CEP76
Cep290,CCP110
NEURL4,CEP76
UBC,CCP110
UBC,PSMD9
PSMD9,YY1
SKP2,YY1
TP53,YY1
ESR1,NCOA3
NONO,PARK7
NONO,HDAC1
NONO,HDAC2
NONO,HDAC3
ATF2,KAT5
ATF2,RUVBL2
ATF2,ATM
ATF2,H2AFX
CUL3,KAT5
CUL3,ATF2
ETS1,TP53
ETS2,TP53
TP53,ETS1
TP53,ETS2
PRKCA,NR1H2
SPEN,RUNX1T1
SPEN,RUNX1
SPEN,RUNX1T1
RBPJ,RUNX1T1
SPEN,RBPJ
SPEN,RUNX1T1
SPEN,RUNX1T1
NCOA3,PRKCZ
ESR1,PRKCZ
PRKCZ,NCOA3
PRKCZ,TFF1
NCOA3,TFF1
ESR1,TFF1
PSMA3,NCOA3
PSMA7,HIF1A
AR,ZBTB7A
AR,ZBTB7A
NCOR1,ZBTB7A
NCOR1,AR
NCOR2,ZBTB7A
NCOR2,AR
CDK8,MED23
CDK8,MED7
CDK8,CCNC
UL48,MED23
UL48,MED7
UL48,CCNC
ALL1,TAF9
CEBPB,TAF9
